source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[organism]	factor value[growth phase]	factor value[HiRIEF pH range]
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	45	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	26	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	24	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	31	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr31.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	37	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr13	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	13	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr13.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	1	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	60	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr07	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	7	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr07.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	57	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	24	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	22	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	35	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	17	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	64	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	72	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Phaeobacter (Roseobacter) sp. MED193 multiplexed culture	Phaeobacter (Roseobacter) sp. MED193	cell culture	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Rui_JPDM13-18_Marine-bact_TMT_200ug_IPG3-10_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Phaeobacter (Roseobacter) sp. MED193	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	12	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	68	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr09	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	9	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr09.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	19	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
Neptuniibacter sp. MED92 multiplexed culture	Neptuniibacter sp. MED92	cell culture	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Rui_JPDM01-06_Marine-bact_TMT_200ug_IPG3-10_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Neptuniibacter sp. MED92	not available	3-10
Dokdonia sp. MED134 multiplexed culture	Dokdonia sp. MED134	cell culture	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=TMT 6-plex;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=TMT 6-plex;AC=UNIMOD:737;TA=K,Protein N-term;MT=Fixed	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	Rui_JPDM07-12_Marine-bact_TMT_200ug_IPG3-10_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Dokdonia sp. MED134	not available	3-10
