source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ pool]	factor value[HiRIEF pH range]
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	37	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	44	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	45	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	46	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	47	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	54	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool1_pool1	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Sanela_2013feb06_pool1_100ug_IPG37-49_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool1_pool1	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	2	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr08	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	8	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr08.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	22	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	40	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	44	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	55	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	58	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	60	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	61	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool2_pool2	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	2	Sanela_2013feb06_pool2_100ug_IPG37-49_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	72	1	Sanela_2013feb06_pool2_100ug_IPG37-49_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool2_pool2	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	15	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr17	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	17	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	22	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	27	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr37	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	37	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr37.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	51	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	52	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	54	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	61	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
ascending aorta tissue iTRAQ 2013feb06_pool3_pool3	Homo sapiens	aorta	aortic endothelial cell	aortic aneurysm	3	Sanela_2013feb06_pool3_100ug_IPG37-49_fr70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive;AC=MS:1001911	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Sanela_2013feb06_pool3_100ug_IPG37-49_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	2013feb06_pool3_pool3	IPG37-49
