source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]
LTD_MP_29_2_10D	Mus musculus	skin	not available	19	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_2_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_29_2_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_2_10D	Mus musculus	skin	not available	19	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_2_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_29_2_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_3_10D	Mus musculus	skin	not available	20	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_3_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_29_3_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_4_10D	Mus musculus	skin	not available	21	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_4_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_29_4_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_5_10D	Mus musculus	skin	not available	22	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_5_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_29_5_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_29_5_10D	Mus musculus	skin	not available	22	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_29_5_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_29_5_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_12_10D	Mus musculus	skin	not available	23	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_12_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_D_12_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_13_10D	Mus musculus	skin	not available	24	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_13_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_D_13_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_13_10D	Mus musculus	skin	not available	24	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_13_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_D_13_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_13_10D	Mus musculus	skin	not available	24	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_13_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_D_13_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_14_10D	Mus musculus	skin	not available	25	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_14_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_D_14_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_15_10D	Mus musculus	skin	not available	26	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_15_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_D_15_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_D_15_10D	Mus musculus	skin	not available	26	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_D_15_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_D_15_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_S_16_10D	Mus musculus	skin	not available	27	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_S_16_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_S_16_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_S_16_10D	Mus musculus	skin	not available	27	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_S_16_10D_02.raw	proteomic profiling by mass spectrometry	02	20210705_velos_RRJ_Bio_LTD_MP_S_16_10D_02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_S_16_10D	Mus musculus	skin	not available	27	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_S_16_10D_03.raw	proteomic profiling by mass spectrometry	03	20210705_velos_RRJ_Bio_LTD_MP_S_16_10D_03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
LTD_MP_S_17_10D	Mus musculus	skin	not available	28	study sample	not available	tissue	20210705_velos_RRJ_Bio_LTD_MP_S_17_10D_01.raw	proteomic profiling by mass spectrometry	01	20210705_velos_RRJ_Bio_LTD_MP_S_17_10D_01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=Trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	not available	not available	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable
