source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ plex]
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	44	1	HJ_HE_Andrii_121019_EXP2_Fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	45	1	HJ_HE_Andrii_121019_EXP2_Fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr46	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	46	1	HJ_HE_Andrii_121019_EXP2_Fr46.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr47	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	47	1	HJ_HE_Andrii_121019_EXP2_Fr47.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr48	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	48	1	HJ_HE_Andrii_121019_EXP2_Fr48.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	50	1	HJ_HE_Andrii_121019_EXP2_Fr50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr51	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	51	1	HJ_HE_Andrii_121019_EXP2_Fr51.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr52	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	52	1	HJ_HE_Andrii_121019_EXP2_Fr52.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr54	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	54	1	HJ_HE_Andrii_121019_EXP2_Fr54.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	56	1	HJ_HE_Andrii_121019_EXP2_Fr56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr57	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	57	1	HJ_HE_Andrii_121019_EXP2_Fr57.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	58	1	HJ_HE_Andrii_121019_EXP2_Fr58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	60	1	HJ_HE_Andrii_121019_EXP2_Fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	61	1	HJ_HE_Andrii_121019_EXP2_Fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr62	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	62	1	HJ_HE_Andrii_121019_EXP2_Fr62.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	63	1	HJ_HE_Andrii_121019_EXP2_Fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	64	1	HJ_HE_Andrii_121019_EXP2_Fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	65	1	HJ_HE_Andrii_121019_EXP2_Fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	66	1	HJ_HE_Andrii_121019_EXP2_Fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	67	1	HJ_HE_Andrii_121019_EXP2_Fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	68	1	HJ_HE_Andrii_121019_EXP2_Fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	69	1	HJ_HE_Andrii_121019_EXP2_Fr69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	70	1	HJ_HE_Andrii_121019_EXP2_Fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	71	1	HJ_HE_Andrii_121019_EXP2_Fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
thyroid cyst fluid iTRAQ plex 2	Homo sapiens	thyroid nodule	epithelial cell of thyroid gland	papillary thyroid carcinoma	2	HJ_HE_Andrii_121019_EXP2_Fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=STY;MT=Variable	72	1	HJ_HE_Andrii_121019_EXP2_Fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	EXP2
