source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ plex]
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Maria_2010jun30_Melanoma-II_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	61	1	Maria_2010jun30_Melanoma-II_fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr63	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	63	1	Maria_2010jun30_Melanoma-II_fr63.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr64	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	64	1	Maria_2010jun30_Melanoma-II_fr64.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr65	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	65	1	Maria_2010jun30_Melanoma-II_fr65.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr66	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	66	1	Maria_2010jun30_Melanoma-II_fr66.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr67	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	67	1	Maria_2010jun30_Melanoma-II_fr67.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr68	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	68	1	Maria_2010jun30_Melanoma-II_fr68.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr69	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	69	1	Maria_2010jun30_Melanoma-II_fr69.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr70	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	70	1	Maria_2010jun30_Melanoma-II_fr70.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr71	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	71	1	Maria_2010jun30_Melanoma-II_fr71.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
melanoma lymph-node metastasis iTRAQ plex II	Homo sapiens	lymph node	melanocyte	melanoma	2	Maria_2010jun30_Melanoma-II_fr72	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	72	1	Maria_2010jun30_Melanoma-II_fr72.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-II
