source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	factor value[iTRAQ plex]
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr18	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	18	1	Maria_2010jun30_Melanoma-I_fr18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	19	1	Maria_2010jun30_Melanoma-I_fr19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr20	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	20	1	Maria_2010jun30_Melanoma-I_fr20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	21	1	Maria_2010jun30_Melanoma-I_fr21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr23	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	23	1	Maria_2010jun30_Melanoma-I_fr23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr24	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	24	1	Maria_2010jun30_Melanoma-I_fr24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr26	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	26	1	Maria_2010jun30_Melanoma-I_fr26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr27	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	27	1	Maria_2010jun30_Melanoma-I_fr27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr29	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	29	1	Maria_2010jun30_Melanoma-I_fr29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr30	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	30	1	Maria_2010jun30_Melanoma-I_fr30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr32	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	32	1	Maria_2010jun30_Melanoma-I_fr32.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	33	1	Maria_2010jun30_Melanoma-I_fr33.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr34	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	34	1	Maria_2010jun30_Melanoma-I_fr34.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr35	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	35	1	Maria_2010jun30_Melanoma-I_fr35.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	36	1	Maria_2010jun30_Melanoma-I_fr36.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr39	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	39	1	Maria_2010jun30_Melanoma-I_fr39.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr40	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	40	1	Maria_2010jun30_Melanoma-I_fr40.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr42	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	42	1	Maria_2010jun30_Melanoma-I_fr42.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr43	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	43	1	Maria_2010jun30_Melanoma-I_fr43.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr44	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	44	1	Maria_2010jun30_Melanoma-I_fr44.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr45	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	45	1	Maria_2010jun30_Melanoma-I_fr45.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr49	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	49	1	Maria_2010jun30_Melanoma-I_fr49.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr50	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	50	1	Maria_2010jun30_Melanoma-I_fr50.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr53	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	53	1	Maria_2010jun30_Melanoma-I_fr53.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr55	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	55	1	Maria_2010jun30_Melanoma-I_fr55.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr56	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	56	1	Maria_2010jun30_Melanoma-I_fr56.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr58	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	58	1	Maria_2010jun30_Melanoma-I_fr58.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr59	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	59	1	Maria_2010jun30_Melanoma-I_fr59.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr60	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	60	1	Maria_2010jun30_Melanoma-I_fr60.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
melanoma lymph-node metastasis iTRAQ plex I	Homo sapiens	lymph node	melanocyte	melanoma	1	Maria_2010jun30_Melanoma-I_fr61	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=iTRAQ 8-plex;AC=MS:1002012	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	61	1	Maria_2010jun30_Melanoma-I_fr61.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	Melanoma-I
